ID_participant	ID_partner	ID_group	ID_dyad	ID_gesture	t0	t1	size.rh	size.lh	size	traj.rh	traj.lh	traj	ampl_y.rh	ampl_y.lh	ampl_y	ampl_x.rh	ampl_x.lh	ampl_x	peak_velo.rh	peak_velo.lh	peak_velo	apex.rh	apex.lh	hand	nonref	icon	metaph	deixis	conv	phrase_position	phrase_ID	label_participant	label_partner	condition
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 2	25487	26506	0.105	0.006	0.105	1.135	0.385	1.135	0.38	-0.069	0.38	0.47	0.227	0.47	2.047	0.34	2.047	25860	25540	right	no	no	yes	abstract	no	no	phrase_2	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 20	156220	158069	0.134	0.002	0.134	0.94	0.23	0.94	0.382	-0.048	0.382	0.619	0.187	0.619	1.292	0.496	1.292	157180	156960	right	no	no	no	abstract	no	first	phrase_15	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 21	158069	158648	0.019	0.023	0.023	0.306	0.399	0.399	0.369	0.257	0.369	0.613	0.195	0.613	0.913	1.012	1.012	158440	158480	both	no	no	yes	no	no	middle	phrase_15	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 22	158648	160337	0.157	0.02	0.157	0.848	0.473	0.848	0.368	0.226	0.368	0.596	0.19	0.596	0.858	0.544	0.858	158660	159700	both	no	no	no	abstract	no	last	phrase_15	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 23	175831	178870	0.355	0.003	0.355	2.08	0.293	2.08	0.524	-0.03	0.524	0.77	0.208	0.77	1.902	0.352	1.902	177860	176180	right	no	no	no	abstract	no	no	phrase_16	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 24	183043	183600	0.065	0.001	0.065	0.469	0.11	0.469	0.236	-0.004	0.236	0.4	0.178	0.4	1.701	0.327	1.701	183300	183500	right	no	no	no	abstract	no	no	phrase_17	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 25	197540	198587	0.026	0.002	0.026	0.45	0.164	0.45	0.111	-0.053	0.111	0.24	0.223	0.24	1.003	0.385	1.003	197740	198340	right	no	no	yes	no	no	no	phrase_18	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 26	200124	200677	0.004	0.001	0.004	0.166	0.1	0.166	-0.029	-0.061	-0.029	0.189	0.22	0.189	0.451	0.257	0.451	200140	200140	right	yes	no	no	no	no	no	phrase_19	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 27	201885	202253	0.001	0	0.001	0.058	0.042	0.058	-0.026	-0.048	-0.026	0.199	0.189	0.199	0.428	0.296	0.428	201900	201900	right	yes	no	no	no	no	no	phrase_20	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 28	208056	209436	0.134	0.004	0.134	0.959	0.239	0.959	0.339	-0.071	0.339	0.471	0.207	0.471	1.643	0.32	1.643	208560	208720	right	no	no	yes	no	no	first	phrase_21	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 29	209436	210507	0.062	0.035	0.062	0.777	0.491	0.777	0.163	0.11	0.163	0.512	0.325	0.512	1.129	0.687	1.129	209980	210180	both	no	no	yes	no	no	last	phrase_21	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 3	28168	29233	0.102	0.008	0.102	1.011	0.396	1.011	0.349	-0.02	0.349	0.447	0.245	0.447	1.364	0.569	1.364	28560	29200	right	no	no	no	concrete	no	no	phrase_3	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 30	213538	214000	0.001	0	0	0.073	0.039	0.039	-0.053	-0.08	-0.08	0.212	0.232	0.232	0.291	0.111	0.111	214000	213900	left	yes	no	no	no	no	no	phrase_22	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 31	230014	231887	0.221	0.003	0.221	1.827	0.332	1.827	0.431	-0.071	0.431	0.576	0.267	0.576	2.232	0.388	2.232	231380	231140	right	no	no	yes	no	no	no	phrase_23	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 32	234788	235859	0.073	0.004	0.073	0.736	0.205	0.736	0.25	-0.074	0.25	0.419	0.265	0.419	1.384	0.38	1.384	235220	235580	right	no	no	yes	no	no	no	phrase_24	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 33	255688	256168	0.001	0	0.001	0.064	0.001	0.064	-0.071	-0.112	-0.071	0.318	0.204	0.318	0.168	0.007	0.168	255700	255700	right	yes	no	no	no	no	no	phrase_25	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 4	55480	56155	0.012	0.004	0.012	0.45	0.229	0.45	0.031	-0.047	0.031	0.352	0.251	0.352	0.678	0.326	0.678	56140	149940	right	no	no	no	abstract	no	first	phrase_4	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 5	56324	58331	0.1	0.005	0.1	1.19	0.331	1.19	0.227	-0.079	0.227	0.492	0.241	0.492	1.415	0.363	1.415	56660	58160	right	no	no	no	abstract	no	last	phrase_4	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 6	59116	61155	0.152	0.01	0.152	1.359	0.463	1.359	0.344	-0.034	0.344	0.495	0.239	0.495	1.544	0.403	1.544	60220	61000	right	no	no	no	abstract	no	no	phrase_5	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 7	62850	64188	0.134	0.01	0.134	1.349	0.385	1.349	0.281	-0.02	0.281	0.51	0.238	0.51	1.914	0.257	1.914	63300	63080	right	no	no	yes	abstract	no	no	phrase_6	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 8	66935	70766	0.482	0.02	0.482	3.006	0.731	3.006	0.643	0.051	0.643	0.802	0.23	0.802	2.45	0.431	2.45	69020	69540	right	no	no	no	abstract	no	no	phrase_7	L2	L1	L2-L1
1310_1530_A	1310_1530_B	1310_1530	1310_1530_AB	sem_ 9	71188	73428	0.087	0.01	0.087	1.364	0.53	1.364	0.241	-0.018	0.241	0.421	0.229	0.421	1.575	0.313	1.575	71520	71280	right	no	no	no	concrete	no	no	phrase_8	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 1	45007	45696	0.008	0.115	0.115	0.329	0.828	0.828	0.157	0.444	0.444	0.114	0.557	0.557	0.297	1.938	1.938	6780	45280	left	no	no	no	abstract	no	no	phrase_1	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 10	85932	90379	0.035	0.065	0.065	1.586	0.675	0.675	0.231	0.237	0.237	0.318	0.374	0.374	1.184	0.468	0.468	88160	121700	left	yes	no	no	no	no	no	phrase_9	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 11	91558	93181	0.017	0.064	0.064	0.646	0.649	0.649	0.206	0.238	0.238	0.285	0.375	0.375	0.406	0.387	0.387	92160	125060	left	yes	no	no	no	no	no	phrase_10	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 12	93961	94974	0.016	0.05	0.05	0.281	0.398	0.398	0.212	0.229	0.229	0.283	0.39	0.39	0.158	0.132	0.132	94620	129220	left	yes	no	no	no	no	no	phrase_11	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 13	97403	98610	0.026	0.074	0.074	0.643	0.633	0.633	0.185	0.272	0.272	0.239	0.406	0.406	1.4	0.439	0.439	98600	131780	left	yes	no	no	no	no	no	phrase_12	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 14	99970	100985	0.03	0.118	0.118	0.931	1.02	1.02	0.185	0.365	0.365	0.262	0.394	0.394	1.051	0.585	0.585	100980	138120	left	yes	no	no	no	no	no	phrase_13	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 15	112561	113083	0.001	0.001	0.001	0.135	0.144	0.144	0.09	0.077	0.077	0.186	0.387	0.387	0.184	0.164	0.164	112900	139240	left	yes	no	no	no	no	no	phrase_14	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 16	156883	157870	0	0	0	0.018	0.013	0.018	0.063	0.04	0.063	0.199	0.393	0.199	0.099	0.074	0.099	142620	142620	right	yes	no	no	no	no	no	phrase_15	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 17	163688	164558	0.013	0.01	0.013	0.323	0.5	0.323	0.128	0.071	0.128	0.219	0.38	0.219	0.592	0.766	0.592	164360	164420	right	no	no	yes	no	no	first	phrase_16	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 18	164701	166532	0.015	0.006	0.015	0.365	0.334	0.365	0.233	0.086	0.233	0.206	0.38	0.206	0.647	0.328	0.647	165060	165380	right	no	no	no	abstract	no	last	phrase_16	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 19	168038	170883	0.03	0.011	0.03	0.741	0.461	0.741	0.224	0.078	0.224	0.206	0.376	0.206	0.831	0.411	0.831	170600	170880	right	yes	no	no	no	no	no	phrase_17	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 2	47053	47957	0.009	0.105	0.105	0.31	0.942	0.942	0.191	0.524	0.524	0.124	0.468	0.468	0.362	1.248	1.248	54920	47380	left	no	no	yes	abstract	no	no	phrase_2	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 20	177208	178467	0.194	0.018	0.194	1.61	0.508	1.61	0.634	0.121	0.634	0.408	0.389	0.408	2.143	0.413	2.143	177680	157140	right	no	no	yes	concrete	no	no	phrase_18	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 21	184480	185194	0.04	0.023	0.04	0.892	0.871	0.892	0.188	0.116	0.188	0.263	0.392	0.263	0.808	0.72	0.808	157500	157220	right	no	no	yes	no	no	no	phrase_19	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 22	186701	187506	0.031	0.004	0.031	0.599	0.252	0.599	0.255	0.053	0.255	0.16	0.301	0.16	1.03	0.42	1.03	187020	187380	right	no	no	yes	no	no	no	phrase_20	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 23	188259	189844	0.271	0.013	0.271	1.963	0.516	1.963	0.388	0.082	0.388	0.752	0.267	0.752	2.4	0.48	2.4	189020	189620	right	no	no	yes	abstract	no	no	phrase_21	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 24	191000	192168	0.128	0.011	0.128	1.338	0.373	1.338	0.446	0.049	0.446	0.352	0.345	0.352	1.02	0.269	1.02	202260	192160	right	yes	no	no	no	no	no	phrase_22	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 25	192727	193632	0.145	0.003	0.145	0.853	0.208	0.853	0.542	0.015	0.542	0.359	0.343	0.359	1.165	0.454	1.165	203400	192740	right	no	no	yes	no	no	first	phrase_23	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 26	193632	196592	0.024	0.001	0.024	0.742	0.077	0.742	0.756	0	0.756	0.207	0.343	0.207	0.214	0.098	0.214	207120	207160	right	yes	no	no	no	no	middle	phrase_23	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 27	196592	200816	0.373	0.001	0.373	1.887	0.17	1.887	0.762	-0.007	0.762	0.754	0.341	0.754	2.293	0.132	2.293	197360	198880	right	no	yes	no	abstract	no	middle	phrase_23	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 28	200816	203363	0.005	0.001	0.005	0.196	0.087	0.196	0.784	0.039	0.784	0.205	0.347	0.205	0.697	0.152	0.697	210580	211180	right	yes	no	no	no	no	last	phrase_23	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 29	204285	205116	0.079	0.003	0.079	0.995	0.204	0.995	0.69	0.034	0.69	0.327	0.345	0.327	0.999	0.209	0.999	204300	211260	right	no	no	yes	no	no	no	phrase_24	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 3	61757	62425	0.002	0.044	0.044	0.162	0.558	0.558	0.156	0.37	0.37	0.128	0.439	0.439	0.331	1.417	1.417	59280	62040	left	yes	no	no	no	no	no	phrase_3	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 30	205779	207142	0.373	0.019	0.373	1.913	0.509	1.913	0.755	0.089	0.755	0.595	0.373	0.595	1.259	0.483	1.259	206300	225900	right	no	no	yes	abstract	no	no	phrase_25	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 31	211051	213132	0.091	0.012	0.091	0.893	0.287	0.893	0.665	0.116	0.665	0.258	0.344	0.258	0.477	0.346	0.477	212780	229580	right	no	no	yes	no	no	first	phrase_26	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 32	213132	215207	0.362	0.073	0.362	2.569	1.481	2.569	0.612	0.115	0.612	0.646	0.366	0.646	2.157	2.333	2.157	233620	234000	right	no	no	yes	no	no	last	phrase_26	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 33	215714	217012	0.137	0.007	0.137	1.162	0.33	1.162	0.387	0.027	0.387	0.298	0.336	0.298	1.833	0.398	1.833	216520	216560	right	no	no	yes	no	no	first	phrase_27	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 34	217246	219805	0.408	0.01	0.408	2.458	0.569	2.458	0.517	0.038	0.517	0.727	0.329	0.727	2.302	0.575	2.302	218460	219800	right	no	no	yes	no	no	last	phrase_27	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 35	226271	227187	0.057	0.048	0.057	0.797	0.631	0.797	0.438	0.201	0.438	0.192	0.451	0.192	1.062	0.683	1.062	226740	226740	right	no	no	yes	no	no	no	phrase_28	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 36	233129	234625	0.001	0.008	0.001	0.057	0.214	0.057	0.156	0.099	0.156	0.081	0.355	0.081	0.243	1.172	0.243	234540	234380	right	no	no	no	abstract	no	no	phrase_29	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 37	237271	239039	0.104	0.001	0.104	0.854	0.133	0.854	0.474	0.027	0.474	0.324	0.264	0.324	1.616	0.253	1.616	237700	237580	right	no	no	yes	no	no	first	phrase_30	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 38	239039	240507	0.229	0.004	0.229	1.55	0.218	1.55	0.694	0.05	0.694	0.8	0.265	0.8	2.536	0.464	2.536	239820	239780	right	no	no	yes	abstract	no	last	phrase_30	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 39	251919	252472	0.094	0.001	0.094	0.57	0.081	0.57	0.567	0.023	0.567	0.309	0.253	0.309	2.158	0.313	2.158	252300	251940	right	yes	no	no	no	no	first	phrase_31	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 4	70603	73121	0.012	0.549	0.549	0.492	2.151	2.151	0.165	0.858	0.858	0.125	0.736	0.736	0.767	2.809	2.809	61560	71060	left	no	no	no	abstract	no	no	phrase_4	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 40	252472	254059	0.026	0	0.026	0.483	0.037	0.483	0.794	0.012	0.794	0.413	0.243	0.413	1.217	0.054	1.217	252760	253740	right	no	no	no	concrete	no	last	phrase_31	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 41	254431	263169	0.345	0.002	0.345	3.572	0.322	3.572	0.773	0.042	0.773	0.549	0.271	0.549	1.26	0.217	1.26	258760	263000	right	no	no	yes	no	no	no	phrase_32	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 5	74439	75307	0.017	0.392	0.392	0.79	1.197	1.197	0.166	0.739	0.739	0.235	0.713	0.713	1.376	0.581	0.581	74440	71740	left	no	no	yes	no	no	no	phrase_5	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 6	75717	77329	0.028	0.134	0.134	0.596	1.065	1.065	0.278	0.251	0.251	0.235	0.697	0.697	1.019	1.011	1.011	103820	103600	left	no	yes	no	no	no	first	phrase_6	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 7	77329	78789	0.011	0.024	0.024	0.429	0.669	0.669	0.231	0.229	0.229	0.211	0.468	0.468	0.398	0.469	0.469	78260	104940	left	yes	no	no	no	no	last	phrase_6	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 8	79232	80325	0.018	0.047	0.047	0.661	0.505	0.505	0.189	0.226	0.226	0.253	0.367	0.367	0.661	0.383	0.383	79360	117080	left	yes	no	no	no	no	no	phrase_7	L2	L1	L2-L1
1310_1530_A	1310_1530_C	1310_1530	1310_1530_CA	sem_ 9	81364	83596	0.023	0.059	0.059	0.53	0.476	0.476	0.188	0.233	0.233	0.234	0.372	0.372	0.919	0.172	0.172	81920	83360	left	no	no	no	abstract	no	no	phrase_8	L2	L1	L2-L1
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 1	138056	141746	0.201	0.381	0.201	2.919	3.7	2.919	0.163	1.002	0.163	0.424	0.497	0.424	1.684	3.059	1.684	141740	13840	right	yes	no	no	no	no	no	phrase_1	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 10	168974	169610	0.023	0.152	0.152	0.492	0.98	0.98	-0.403	-0.251	-0.403	0.288	0.678	0.678	0.834	1.433	1.433	169200	169240	both	yes	no	no	no	no	middle	phrase_6	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 11	169644	171186	0.227	0.451	0.451	1.519	1.991	1.991	-0.038	0.095	0.095	0.559	0.834	0.834	1.952	2.107	2.107	76380	169680	both	no	no	yes	no	no	last	phrase_6	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 12	171983	173533	0.005	0.781	0.781	0.333	2.502	2.502	-0.412	0.46	0.46	0.173	0.926	0.926	0.207	2.453	2.453	78580	172720	left	no	no	yes	abstract	no	no	phrase_7	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 13	181389	182497	0.114	0.009	0.114	1.518	0.491	1.518	0.044	-0.418	0.044	0.23	0.331	0.23	2.101	0.397	2.101	86660	86420	right	no	no	yes	no	no	first	phrase_8	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 14	182497	183186	0.273	0.119	0.273	1.498	0.688	1.498	0.018	-0.148	0.018	0.5	0.287	0.5	2.524	0.465	2.524	182920	183160	right	no	no	no	abstract	no	last	phrase_8	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 15	247819	248196	0.061	0.128	0.128	0.619	1.027	1.027	-0.387	-0.03	-0.03	0.175	0.816	0.816	2.201	1.141	1.141	248180	248120	left	yes	no	no	no	no	no	phrase_9	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 16	256381	264194	0.029	0.211	0.211	0.936	1.552	1.552	-0.397	-0.118	-0.397	0.304	0.475	0.475	0.228	0.697	0.697	256960	260320	both	no	no	no	no	yes	no	phrase_10	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 17	264533	265381	0.039	0.167	0.167	0.866	0.994	0.994	-0.366	-0.111	-0.366	0.235	0.384	0.384	1.048	1.409	1.409	265120	264540	both	no	no	yes	no	no	no	phrase_11	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 18	265822	266415	0.012	0.015	0.015	0.312	0.396	0.396	-0.435	-0.338	-0.435	0.188	0.356	0.356	0.365	0.524	0.524	266260	266000	both	no	no	yes	no	no	no	phrase_12	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 2	142859	144408	0.086	0.099	0.099	1.23	1.357	1.357	-0.22	-0.323	-0.323	0.244	0.894	0.894	1.247	1.541	1.541	142860	143920	both	no	no	yes	abstract	no	first	phrase_2	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 3	144408	145211	0.088	0.059	0.088	1.076	0.764	1.076	-0.403	-0.302	-0.403	0.591	0.529	0.591	1.972	0.768	1.972	144840	144540	both	no	no	yes	abstract	no	last	phrase_2	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 4	149464	150408	0.097	0.011	0.097	1.32	0.417	1.32	0.031	-0.491	0.031	0.306	0.438	0.306	2.173	0.368	2.173	149620	150140	right	no	no	no	concrete	no	no	phrase_3	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 5	154059	154584	0.015	0.025	0.025	0.327	0.416	0.416	-0.465	-0.384	-0.465	0.287	0.368	0.368	0.664	0.588	0.664	154260	154200	both	yes	no	no	no	no	no	phrase_4	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 6	161771	162457	0.174	0.074	0.174	1.218	0.693	1.218	-0.151	-0.331	-0.331	0.242	0.455	0.455	1.403	1.409	1.409	59420	162380	both	yes	no	no	no	no	no	phrase_5	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 7	163305	164317	0.069	0.169	0.169	0.816	1.035	1.035	-0.217	-0.132	-0.217	0.186	0.583	0.583	0.936	1.165	1.165	62860	163460	both	no	no	yes	no	no	first	phrase_6	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 8	164317	165940	0.097	0.065	0.097	1.257	0.816	1.257	-0.043	-0.332	-0.332	0.247	0.414	0.414	1.317	0.726	1.317	69460	165440	both	yes	no	no	no	no	middle	phrase_6	L1	L2	L1-L2
1310_1530_B	1310_1530_A	1310_1530	1310_1530_AB	sem_ 9	165940	168923	0.011	0.441	0.441	0.454	2.552	2.552	-0.443	0.037	0.037	0.257	0.902	0.902	0.341	2.165	2.165	166220	168320	both	no	no	yes	abstract	no	middle	phrase_6	L1	L2	L1-L2
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_1	11624	12644	0.007	0.004	0.007	0.202	0.178	0.202	-0.465	-0.404	-0.465	0.138	0.393	0.393	0.546	0.526	0.546	12040	12340	both	yes	no	no	no	no	no	phrase_1	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_10	99573	100899	0.023	0.031	0.031	0.548	0.626	0.626	-0.432	-0.349	-0.432	0.282	0.576	0.576	0.623	0.706	0.706	100480	99800	both	no	no	yes	no	no	no	phrase_10	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_11	103147	105526	0.022	0.01	0.022	0.839	0.621	0.839	-0.449	-0.358	-0.449	0.297	0.528	0.528	0.715	0.547	0.715	105100	103540	both	no	no	yes	no	no	no	phrase_11	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_12	106053	107449	0.013	0.019	0.019	0.481	0.556	0.556	-0.496	-0.418	-0.496	0.299	0.64	0.64	0.605	1.05	1.05	106780	107140	both	no	no	yes	no	no	no	phrase_12	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_13	111214	111966	0.035	0.027	0.035	0.499	0.451	0.499	-0.412	-0.324	-0.412	0.431	0.598	0.598	0.879	0.833	0.879	111740	111460	both	yes	no	no	no	no	no	phrase_13	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_14	113567	114587	0.007	0.02	0.02	0.295	0.388	0.388	-0.47	-0.343	-0.47	0.359	0.468	0.468	0.617	0.659	0.659	114260	114340	both	yes	no	no	no	no	no	phrase_14	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_15	115976	116637	0.173	0.007	0.173	1.102	0.157	1.102	-0.032	-0.393	-0.032	0.487	0.427	0.487	2.86	0.395	2.86	116060	116280	right	yes	no	no	no	no	no	phrase_15	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_16	117271	118875	0.259	0.007	0.259	2.257	0.403	2.257	0.275	-0.366	0.275	0.422	0.494	0.422	2.723	0.478	2.723	117820	118440	right	no	no	yes	no	no	no	phrase_16	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_17	120791	121466	0.004	0.155	0.155	0.175	1.064	1.064	-0.46	-0.027	-0.027	0.149	0.654	0.654	0.439	2.401	2.401	121460	120840	left	no	no	no	abstract	no	no	phrase_17	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_18	122033	122563	0.001	0.003	0.003	0.078	0.159	0.159	-0.485	-0.402	-0.485	0.176	0.393	0.393	0.2	0.465	0.465	122320	122280	both	yes	no	no	no	no	no	phrase_18	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_19	128744	129087	0.002	0.001	0.002	0.081	0.085	0.085	-0.449	-0.386	-0.449	0.185	0.235	0.235	0.289	0.308	0.308	128800	128900	both	yes	no	no	no	no	no	phrase_19	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_2	15080	16120	0.006	0.005	0.006	0.241	0.256	0.256	-0.474	-0.395	-0.474	0.143	0.372	0.372	0.475	0.519	0.519	15720	15340	both	yes	no	no	no	no	no	phrase_2	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_20	133432	134315	0.015	0.645	0.645	0.404	1.933	1.933	-0.415	0.417	0.417	0.04	0.647	0.647	1.095	3.424	3.424	133900	133840	left	no	no	no	abstract	no	no	phrase_20	L1	L1	L1-L1
1310_1530_B	1310_1530_C	1310_1530	1310_1530_CB	sem_21	135513	136157	0.003	0.101	0.101	0.111	0.849	0.849	-0.437	-0.066	-0.066	0.149	0.541	0.541	0.452	2.62	2.62	136140	135520	left	no	no	no	abstract	no	no	phrase_21	L1	L1	L1-L1
